article_id,topic_id,topic_desc
936608,207,Trademark
936606,11,Intellectual Property
936606,32,Coronavirus (COVID-19)
936606,203,Licensing & Syndication
936606,204,Patent
936606,528,Government Measures
936606,540,Operational Impacts and Strategy
936590,11,Intellectual Property
936590,14,"Litigation, Mediation & Arbitration"
936590,207,Trademark
936590,264,Trials &amp; Appeals &amp; Compensation
936560,11,Intellectual Property
936560,16,"Food, Drugs, Healthcare, Life Sciences"
936560,32,Coronavirus (COVID-19)
936560,204,Patent
936560,206,Trade Secrets
936560,291,"Life Sciences, Biotechnology & Nanotechnology"
936560,540,Operational Impacts and Strategy
936558,11,Intellectual Property
936558,14,"Litigation, Mediation & Arbitration"
936558,201,Copyright
936558,264,Trials &amp; Appeals &amp; Compensation
936548,11,Intellectual Property
936548,14,"Litigation, Mediation & Arbitration"
936548,204,Patent
936548,264,Trials &amp; Appeals &amp; Compensation
936544,11,Intellectual Property
936544,32,Coronavirus (COVID-19)
936544,204,Patent
936544,540,Operational Impacts and Strategy
936542,11,Intellectual Property
936542,14,"Litigation, Mediation & Arbitration"
936542,201,Copyright
936542,207,Trademark
936542,264,Trials &amp; Appeals &amp; Compensation
936532,11,Intellectual Property
936532,14,"Litigation, Mediation & Arbitration"
936532,204,Patent
936532,264,Trials &amp; Appeals &amp; Compensation
936478,11,Intellectual Property
936478,14,"Litigation, Mediation & Arbitration"
936478,201,Copyright
936478,264,Trials &amp; Appeals &amp; Compensation
936368,11,Intellectual Property
936368,14,"Litigation, Mediation & Arbitration"
936368,201,Copyright
936368,264,Trials &amp; Appeals &amp; Compensation
936308,11,Intellectual Property
936308,14,"Litigation, Mediation & Arbitration"
936308,201,Copyright
936308,264,Trials &amp; Appeals &amp; Compensation
936276,11,Intellectual Property
936276,204,Patent
936276,207,Trademark
936268,11,Intellectual Property
936268,207,Trademark
936240,11,Intellectual Property
936240,201,Copyright
936240,207,Trademark
936202,11,Intellectual Property
936202,204,Patent
936126,11,Intellectual Property
936126,207,Trademark
935942,11,Intellectual Property
935942,204,Patent
935932,11,Intellectual Property
935932,201,Copyright
935932,204,Patent
935928,11,Intellectual Property
935928,14,"Litigation, Mediation & Arbitration"
935928,207,Trademark
935928,264,Trials &amp; Appeals &amp; Compensation
935920,11,Intellectual Property
935920,14,"Litigation, Mediation & Arbitration"
935920,207,Trademark
935920,264,Trials &amp; Appeals &amp; Compensation
935910,11,Intellectual Property
935910,14,"Litigation, Mediation & Arbitration"
935910,207,Trademark
935910,264,Trials &amp; Appeals &amp; Compensation
935894,11,Intellectual Property
935894,207,Trademark
935788,11,Intellectual Property
935788,204,Patent
935734,11,Intellectual Property
935734,14,"Litigation, Mediation & Arbitration"
935734,201,Copyright
935734,251,Class Actions
935610,11,Intellectual Property
935610,17,Real Estate and Construction
935610,204,Patent
935610,300,Construction & Planning
935606,11,Intellectual Property
935606,204,Patent
935604,11,Intellectual Property
935604,204,Patent
935604,207,Trademark
935600,11,Intellectual Property
935600,204,Patent
935592,11,Intellectual Property
935592,14,"Litigation, Mediation & Arbitration"
935592,204,Patent
935592,264,Trials &amp; Appeals &amp; Compensation
935590,11,Intellectual Property
935590,204,Patent
935586,11,Intellectual Property
935586,14,"Litigation, Mediation & Arbitration"
935586,204,Patent
935586,264,Trials &amp; Appeals &amp; Compensation
935574,11,Intellectual Property
935574,14,"Litigation, Mediation & Arbitration"
935574,204,Patent
935574,264,Trials &amp; Appeals &amp; Compensation
935558,11,Intellectual Property
935558,15,"Media, Telecoms, IT, Entertainment"
935558,204,Patent
935558,285,Music and the Arts
935554,11,Intellectual Property
935554,32,Coronavirus (COVID-19)
935554,204,Patent
935554,207,Trademark
935554,540,Operational Impacts and Strategy
935496,11,Intellectual Property
935496,207,Trademark
935310,5,Employment and HR
935310,11,Intellectual Property
935310,116,Employee Benefits & Compensation
935310,206,Trade Secrets
935306,11,Intellectual Property
935306,206,Trade Secrets
935274,11,Intellectual Property
935274,207,Trademark
935216,11,Intellectual Property
935216,32,Coronavirus (COVID-19)
935216,204,Patent
935216,207,Trademark
935216,538,"Litigation, Contracts and Force Majeure"
935136,11,Intellectual Property
935136,14,"Litigation, Mediation & Arbitration"
935136,204,Patent
935136,264,Trials &amp; Appeals &amp; Compensation
935090,11,Intellectual Property
935090,14,"Litigation, Mediation & Arbitration"
935090,204,Patent
935090,264,Trials &amp; Appeals &amp; Compensation
935044,11,Intellectual Property
935044,14,"Litigation, Mediation & Arbitration"
935044,204,Patent
935044,264,Trials &amp; Appeals &amp; Compensation
935042,11,Intellectual Property
935042,14,"Litigation, Mediation & Arbitration"
935042,204,Patent
935042,270,Libel & Defamation
935026,11,Intellectual Property
935026,14,"Litigation, Mediation & Arbitration"
935026,32,Coronavirus (COVID-19)
935026,204,Patent
935026,207,Trademark
935026,264,Trials &amp; Appeals &amp; Compensation
935026,540,Operational Impacts and Strategy
935024,11,Intellectual Property
935024,207,Trademark
934952,11,Intellectual Property
934952,204,Patent
934950,11,Intellectual Property
934950,15,"Media, Telecoms, IT, Entertainment"
934950,162,IT and Internet
934950,170,"Telecoms, Mobile & Cable Communications"
934950,201,Copyright
934950,282,"Broadcasting: Film, TV & Radio"
934934,11,Intellectual Property
934934,32,Coronavirus (COVID-19)
934934,204,Patent
934934,207,Trademark
934934,540,Operational Impacts and Strategy
934908,11,Intellectual Property
934908,14,"Litigation, Mediation & Arbitration"
934908,207,Trademark
934908,264,Trials &amp; Appeals &amp; Compensation
934886,11,Intellectual Property
934886,207,Trademark
934858,11,Intellectual Property
934858,204,Patent
934858,207,Trademark
934846,11,Intellectual Property
934846,32,Coronavirus (COVID-19)
934846,204,Patent
934846,528,Government Measures
934846,540,Operational Impacts and Strategy
934836,11,Intellectual Property
934836,201,Copyright
934824,11,Intellectual Property
934824,14,"Litigation, Mediation & Arbitration"
934824,17,Real Estate and Construction
934824,204,Patent
934824,264,Trials &amp; Appeals &amp; Compensation
934824,300,Construction & Planning
934800,11,Intellectual Property
934800,204,Patent
934774,11,Intellectual Property
934774,14,"Litigation, Mediation & Arbitration"
934774,204,Patent
934774,264,Trials &amp; Appeals &amp; Compensation
934772,11,Intellectual Property
934772,16,"Food, Drugs, Healthcare, Life Sciences"
934772,204,Patent
934772,206,Trade Secrets
934772,207,Trademark
934772,292,Healthcare
934726,11,Intellectual Property
934726,29,Technology
934726,204,Patent
934726,524,Fin Tech
934646,11,Intellectual Property
934646,14,"Litigation, Mediation & Arbitration"
934646,204,Patent
934646,264,Trials &amp; Appeals &amp; Compensation
934638,11,Intellectual Property
934638,14,"Litigation, Mediation & Arbitration"
934638,204,Patent
934638,264,Trials &amp; Appeals &amp; Compensation
934598,11,Intellectual Property
934598,14,"Litigation, Mediation & Arbitration"
934598,204,Patent
934598,264,Trials &amp; Appeals &amp; Compensation
934570,11,Intellectual Property
934570,32,Coronavirus (COVID-19)
934570,204,Patent
934570,207,Trademark
934570,540,Operational Impacts and Strategy
934550,11,Intellectual Property
934550,204,Patent
934546,11,Intellectual Property
934546,206,Trade Secrets
934544,11,Intellectual Property
934544,14,"Litigation, Mediation & Arbitration"
934544,206,Trade Secrets
934544,264,Trials &amp; Appeals &amp; Compensation
934512,11,Intellectual Property
934512,204,Patent
934498,11,Intellectual Property
934498,204,Patent
934496,11,Intellectual Property
934496,204,Patent
934494,11,Intellectual Property
934494,201,Copyright
934494,204,Patent
934494,206,Trade Secrets
934458,11,Intellectual Property
934458,14,"Litigation, Mediation & Arbitration"
934458,207,Trademark
934458,264,Trials &amp; Appeals &amp; Compensation
934452,11,Intellectual Property
934452,204,Patent
934448,11,Intellectual Property
934448,204,Patent
934436,11,Intellectual Property
934436,14,"Litigation, Mediation & Arbitration"
934436,204,Patent
934436,264,Trials &amp; Appeals &amp; Compensation
934426,11,Intellectual Property
934426,14,"Litigation, Mediation & Arbitration"
934426,207,Trademark
934426,264,Trials &amp; Appeals &amp; Compensation
934392,11,Intellectual Property
934392,14,"Litigation, Mediation & Arbitration"
934392,207,Trademark
934392,264,Trials &amp; Appeals &amp; Compensation
934332,11,Intellectual Property
934332,207,Trademark
934326,11,Intellectual Property
934326,204,Patent
934284,11,Intellectual Property
934284,14,"Litigation, Mediation & Arbitration"
934284,207,Trademark
934284,264,Trials &amp; Appeals &amp; Compensation
934256,11,Intellectual Property
934256,32,Coronavirus (COVID-19)
934256,207,Trademark
934256,532,Reporting and Compliance
934188,11,Intellectual Property
934188,14,"Litigation, Mediation & Arbitration"
934188,201,Copyright
934188,264,Trials &amp; Appeals &amp; Compensation
934170,11,Intellectual Property
934170,14,"Litigation, Mediation & Arbitration"
934170,204,Patent
934170,264,Trials &amp; Appeals &amp; Compensation
934144,11,Intellectual Property
934144,14,"Litigation, Mediation & Arbitration"
934144,204,Patent
934144,264,Trials &amp; Appeals &amp; Compensation
934112,11,Intellectual Property
934112,15,"Media, Telecoms, IT, Entertainment"
934112,170,"Telecoms, Mobile & Cable Communications"
934112,204,Patent
934044,11,Intellectual Property
934044,14,"Litigation, Mediation & Arbitration"
934044,207,Trademark
934044,264,Trials &amp; Appeals &amp; Compensation
934042,11,Intellectual Property
934042,204,Patent
934042,207,Trademark
934040,11,Intellectual Property
934040,15,"Media, Telecoms, IT, Entertainment"
934040,162,IT and Internet
934040,207,Trademark
934040,281,"Advertising, Marketing & Branding"
933988,11,Intellectual Property
933988,206,Trade Secrets
933986,11,Intellectual Property
933986,201,Copyright
933986,204,Patent
933982,11,Intellectual Property
933982,204,Patent
933968,11,Intellectual Property
933968,204,Patent
933932,11,Intellectual Property
933932,29,Technology
933932,204,Patent
933932,520,New Technology
933924,11,Intellectual Property
933924,204,Patent
933924,206,Trade Secrets
933910,11,Intellectual Property
933910,207,Trademark
933892,11,Intellectual Property
933892,204,Patent
933892,207,Trademark
933866,11,Intellectual Property
933866,14,"Litigation, Mediation & Arbitration"
933866,206,Trade Secrets
933866,264,Trials &amp; Appeals &amp; Compensation
933610,11,Intellectual Property
933610,15,"Media, Telecoms, IT, Entertainment"
933610,204,Patent
933610,287,Sport
933604,11,Intellectual Property
933604,204,Patent
933590,11,Intellectual Property
933590,204,Patent
933540,4,Anti-trust/Competition Law
933540,11,Intellectual Property
933540,14,"Litigation, Mediation & Arbitration"
933540,100,"Antitrust, EU Competition "
933540,204,Patent
933540,264,Trials &amp; Appeals &amp; Compensation
933540,266,Personal Injury
933360,11,Intellectual Property
933360,32,Coronavirus (COVID-19)
933360,201,Copyright
933360,204,Patent
933360,528,Government Measures
933360,540,Operational Impacts and Strategy
933216,11,Intellectual Property
933216,204,Patent
933150,11,Intellectual Property
933150,207,Trademark
932930,11,Intellectual Property
932930,207,Trademark
932902,11,Intellectual Property
932902,207,Trademark
932894,11,Intellectual Property
932894,207,Trademark
932892,11,Intellectual Property
932892,15,"Media, Telecoms, IT, Entertainment"
932892,201,Copyright
932892,207,Trademark
932892,282,"Broadcasting: Film, TV & Radio"
932892,285,Music and the Arts
932892,287,Sport
932760,3,Corporate/Commercial Law
932760,11,Intellectual Property
932760,97,Contracts and Commercial Law
932760,207,Trademark
932758,11,Intellectual Property
932758,32,Coronavirus (COVID-19)
932758,204,Patent
932758,540,Operational Impacts and Strategy
932750,11,Intellectual Property
932750,204,Patent
932742,11,Intellectual Property
932742,32,Coronavirus (COVID-19)
932742,204,Patent
932742,207,Trademark
932742,538,"Litigation, Contracts and Force Majeure"
932736,5,Employment and HR
932736,11,Intellectual Property
932736,110,Contract of Employment
932736,204,Patent
932638,5,Employment and HR
932638,11,Intellectual Property
932638,14,"Litigation, Mediation & Arbitration"
932638,118,Employment Litigation/ Tribunals
932638,206,Trade Secrets
932638,264,Trials &amp; Appeals &amp; Compensation
932612,11,Intellectual Property
932612,204,Patent
932576,11,Intellectual Property
932576,14,"Litigation, Mediation & Arbitration"
932576,204,Patent
932576,264,Trials &amp; Appeals &amp; Compensation
932572,11,Intellectual Property
932572,14,"Litigation, Mediation & Arbitration"
932572,204,Patent
932572,264,Trials &amp; Appeals &amp; Compensation
932554,11,Intellectual Property
932554,32,Coronavirus (COVID-19)
932554,201,Copyright
932554,528,Government Measures
932554,540,Operational Impacts and Strategy
932476,11,Intellectual Property
932476,32,Coronavirus (COVID-19)
932476,540,Operational Impacts and Strategy
932454,11,Intellectual Property
932454,14,"Litigation, Mediation & Arbitration"
932454,204,Patent
932454,264,Trials &amp; Appeals &amp; Compensation
932390,11,Intellectual Property
932390,15,"Media, Telecoms, IT, Entertainment"
932390,204,Patent
932390,285,Music and the Arts
932386,11,Intellectual Property
932386,201,Copyright
932378,11,Intellectual Property
932378,15,"Media, Telecoms, IT, Entertainment"
932378,201,Copyright
932378,285,Music and the Arts
932372,11,Intellectual Property
932372,14,"Litigation, Mediation & Arbitration"
932372,204,Patent
932372,264,Trials &amp; Appeals &amp; Compensation
932352,11,Intellectual Property
932352,14,"Litigation, Mediation & Arbitration"
932352,207,Trademark
932352,264,Trials &amp; Appeals &amp; Compensation
932332,1,Accounting and Audit
932332,11,Intellectual Property
932332,51,Audit
932332,207,Trademark
932136,11,Intellectual Property
932136,13,International Law
932136,207,Trademark
932136,233,International Trade &amp; Investment
932122,11,Intellectual Property
932122,204,Patent
932106,11,Intellectual Property
932106,32,Coronavirus (COVID-19)
932096,11,Intellectual Property
932096,207,Trademark
932072,11,Intellectual Property
932072,201,Copyright
932072,204,Patent
932046,11,Intellectual Property
932046,207,Trademark
932022,3,Corporate/Commercial Law
932022,11,Intellectual Property
932022,88,Compliance
932022,89,Venture Capital
932022,90,Corporate and Company Law
932022,204,Patent
932022,207,Trademark
932004,3,Corporate/Commercial Law
932004,11,Intellectual Property
932004,88,Compliance
932004,89,Venture Capital
932004,90,Corporate and Company Law
932004,97,Contracts and Commercial Law
932004,201,Copyright
932004,204,Patent
932004,206,Trade Secrets
931986,11,Intellectual Property
931986,32,Coronavirus (COVID-19)
931986,201,Copyright
931986,204,Patent
931986,206,Trade Secrets
931986,207,Trademark
931986,540,Operational Impacts and Strategy
931964,11,Intellectual Property
931964,18,Tax
931964,201,Copyright
931964,204,Patent
931964,328,Tax Authorities
931920,11,Intellectual Property
931920,14,"Litigation, Mediation & Arbitration"
931920,207,Trademark
931920,264,Trials &amp; Appeals &amp; Compensation
931892,11,Intellectual Property
931892,14,"Litigation, Mediation & Arbitration"
931892,204,Patent
931892,264,Trials &amp; Appeals &amp; Compensation
931864,11,Intellectual Property
931864,14,"Litigation, Mediation & Arbitration"
931864,32,Coronavirus (COVID-19)
931864,204,Patent
931864,242,Court Procedure
931864,540,Operational Impacts and Strategy
931862,3,Corporate/Commercial Law
931862,11,Intellectual Property
931862,97,Contracts and Commercial Law
931862,203,Licensing & Syndication
931862,204,Patent
931850,11,Intellectual Property
931850,14,"Litigation, Mediation & Arbitration"
931850,204,Patent
931850,264,Trials &amp; Appeals &amp; Compensation
931806,11,Intellectual Property
931806,14,"Litigation, Mediation & Arbitration"
931806,207,Trademark
931806,264,Trials &amp; Appeals &amp; Compensation
931764,11,Intellectual Property
931764,207,Trademark
931760,9,Consumer Protection
931760,11,Intellectual Property
931760,180,Consumer Law
931760,181,Consumer Trading & Unfair Trading
931760,207,Trademark
931748,11,Intellectual Property
931748,207,Trademark
931712,11,Intellectual Property
931712,204,Patent
931682,11,Intellectual Property
931682,207,Trademark
931602,11,Intellectual Property
931602,204,Patent
931592,11,Intellectual Property
931592,204,Patent
931514,11,Intellectual Property
931514,32,Coronavirus (COVID-19)
931514,204,Patent
931514,538,"Litigation, Contracts and Force Majeure"
931488,11,Intellectual Property
931488,14,"Litigation, Mediation & Arbitration"
931488,15,"Media, Telecoms, IT, Entertainment"
931488,201,Copyright
931488,264,Trials &amp; Appeals &amp; Compensation
931488,392,Social Media
931476,11,Intellectual Property
931476,16,"Food, Drugs, Healthcare, Life Sciences"
931476,204,Patent
931476,290,Food and Drugs Law
931420,11,Intellectual Property
931420,15,"Media, Telecoms, IT, Entertainment"
931420,207,Trademark
931420,280,Media & Entertainment Law
931400,11,Intellectual Property
931400,207,Trademark
931378,11,Intellectual Property
931378,12,"Government, Public Sector"
931378,13,International Law
931378,204,Patent
931378,210,Constitutional & Administrative Law
931378,233,International Trade &amp; Investment
931266,11,Intellectual Property
931266,14,"Litigation, Mediation & Arbitration"
931266,204,Patent
931266,264,Trials &amp; Appeals &amp; Compensation
931262,11,Intellectual Property
931262,14,"Litigation, Mediation & Arbitration"
931262,26,Privacy
931262,201,Copyright
931262,202,Privacy Protection
931262,207,Trademark
931262,264,Trials &amp; Appeals &amp; Compensation
931252,11,Intellectual Property
931252,14,"Litigation, Mediation & Arbitration"
931252,204,Patent
931252,264,Trials &amp; Appeals &amp; Compensation
931250,11,Intellectual Property
931250,14,"Litigation, Mediation & Arbitration"
931250,16,"Food, Drugs, Healthcare, Life Sciences"
931250,204,Patent
931250,209,Disclosure &amp; Electronic Discovery &amp; Privilege
931250,242,Court Procedure
931250,290,Food and Drugs Law
931248,11,Intellectual Property
931248,14,"Litigation, Mediation & Arbitration"
931248,207,Trademark
931248,240,Arbitration & Dispute Resolution
931248,264,Trials &amp; Appeals &amp; Compensation
931136,11,Intellectual Property
931136,32,Coronavirus (COVID-19)
931136,201,Copyright
931136,204,Patent
931136,540,Operational Impacts and Strategy
931114,11,Intellectual Property
931114,29,Technology
931114,32,Coronavirus (COVID-19)
931114,204,Patent
931114,206,Trade Secrets
931114,520,New Technology
931114,540,Operational Impacts and Strategy
931076,11,Intellectual Property
931076,14,"Litigation, Mediation & Arbitration"
931076,207,Trademark
931076,264,Trials &amp; Appeals &amp; Compensation
931064,11,Intellectual Property
931064,14,"Litigation, Mediation & Arbitration"
931064,204,Patent
931064,264,Trials &amp; Appeals &amp; Compensation
931052,11,Intellectual Property
931052,15,"Media, Telecoms, IT, Entertainment"
931052,26,Privacy
931052,201,Copyright
931052,202,Privacy Protection
931052,392,Social Media
930988,11,Intellectual Property
930988,204,Patent
930980,11,Intellectual Property
930980,203,Licensing & Syndication
930980,204,Patent
930934,11,Intellectual Property
930934,204,Patent
930870,5,Employment and HR
930870,11,Intellectual Property
930870,119,Employee Rights/ Labour Relations
930870,206,Trade Secrets
930842,11,Intellectual Property
930842,207,Trademark
930832,11,Intellectual Property
930832,16,"Food, Drugs, Healthcare, Life Sciences"
930832,204,Patent
930832,291,"Life Sciences, Biotechnology & Nanotechnology"
930832,292,Healthcare
930722,11,Intellectual Property
930722,207,Trademark
930690,11,Intellectual Property
930690,204,Patent
930638,11,Intellectual Property
930638,15,"Media, Telecoms, IT, Entertainment"
930638,204,Patent
930638,285,Music and the Arts
930612,11,Intellectual Property
930612,14,"Litigation, Mediation & Arbitration"
930612,204,Patent
930612,264,Trials &amp; Appeals &amp; Compensation
930598,11,Intellectual Property
930598,14,"Litigation, Mediation & Arbitration"
930598,201,Copyright
930598,204,Patent
930598,206,Trade Secrets
930598,240,Arbitration & Dispute Resolution
930598,264,Trials &amp; Appeals &amp; Compensation
930570,11,Intellectual Property
930570,204,Patent
930556,11,Intellectual Property
930556,201,Copyright
930548,11,Intellectual Property
930548,32,Coronavirus (COVID-19)
930548,204,Patent
930506,11,Intellectual Property
930506,25,Insolvency/Bankruptcy/Re-structuring
930506,95,Insolvency/Bankruptcy
930506,206,Trade Secrets
930478,11,Intellectual Property
930478,204,Patent
930344,11,Intellectual Property
930344,14,"Litigation, Mediation & Arbitration"
930344,207,Trademark
930344,264,Trials &amp; Appeals &amp; Compensation
930246,11,Intellectual Property
930246,15,"Media, Telecoms, IT, Entertainment"
930246,201,Copyright
930246,282,"Broadcasting: Film, TV & Radio"
930246,285,Music and the Arts
930240,11,Intellectual Property
930240,14,"Litigation, Mediation & Arbitration"
930240,204,Patent
930240,264,Trials &amp; Appeals &amp; Compensation
930156,11,Intellectual Property
930156,14,"Litigation, Mediation & Arbitration"
930156,207,Trademark
930156,264,Trials &amp; Appeals &amp; Compensation
930144,11,Intellectual Property
930144,204,Patent
930144,207,Trademark
930136,11,Intellectual Property
930136,14,"Litigation, Mediation & Arbitration"
930136,204,Patent
930136,251,Class Actions
930136,264,Trials &amp; Appeals &amp; Compensation
930124,11,Intellectual Property
930124,14,"Litigation, Mediation & Arbitration"
930124,204,Patent
930124,264,Trials &amp; Appeals &amp; Compensation
930112,11,Intellectual Property
930112,14,"Litigation, Mediation & Arbitration"
930112,204,Patent
930112,206,Trade Secrets
930112,264,Trials &amp; Appeals &amp; Compensation
930108,11,Intellectual Property
930108,14,"Litigation, Mediation & Arbitration"
930108,204,Patent
930108,264,Trials &amp; Appeals &amp; Compensation
930106,11,Intellectual Property
930106,14,"Litigation, Mediation & Arbitration"
930106,204,Patent
930106,264,Trials &amp; Appeals &amp; Compensation
930062,11,Intellectual Property
930062,14,"Litigation, Mediation & Arbitration"
930062,207,Trademark
930062,264,Trials &amp; Appeals &amp; Compensation
930050,11,Intellectual Property
930050,29,Technology
930050,204,Patent
930050,520,New Technology
930050,524,Fin Tech
930048,11,Intellectual Property
930048,204,Patent
930032,11,Intellectual Property
930032,203,Licensing & Syndication
930032,204,Patent
930016,11,Intellectual Property
930016,14,"Litigation, Mediation & Arbitration"
930016,201,Copyright
930016,204,Patent
930016,207,Trademark
930016,264,Trials &amp; Appeals &amp; Compensation
929946,11,Intellectual Property
929946,14,"Litigation, Mediation & Arbitration"
929946,201,Copyright
929946,264,Trials &amp; Appeals &amp; Compensation
929886,11,Intellectual Property
929886,32,Coronavirus (COVID-19)
929886,206,Trade Secrets
929886,540,Operational Impacts and Strategy
929884,11,Intellectual Property
929884,204,Patent
929872,11,Intellectual Property
929872,204,Patent
929846,11,Intellectual Property
929846,207,Trademark
929796,11,Intellectual Property
929796,32,Coronavirus (COVID-19)
929796,204,Patent
929796,207,Trademark
929796,528,Government Measures
929786,11,Intellectual Property
929786,32,Coronavirus (COVID-19)
929786,204,Patent
929786,207,Trademark
929786,540,Operational Impacts and Strategy
929706,11,Intellectual Property
929706,32,Coronavirus (COVID-19)
929706,201,Copyright
929706,204,Patent
929706,207,Trademark
929706,538,"Litigation, Contracts and Force Majeure"
929706,540,Operational Impacts and Strategy
929596,11,Intellectual Property
929596,15,"Media, Telecoms, IT, Entertainment"
929596,170,"Telecoms, Mobile & Cable Communications"
929596,207,Trademark
929572,11,Intellectual Property
929572,204,Patent
929560,11,Intellectual Property
929560,14,"Litigation, Mediation & Arbitration"
929560,204,Patent
929560,264,Trials &amp; Appeals &amp; Compensation
929452,11,Intellectual Property
929452,207,Trademark
929412,11,Intellectual Property
929412,204,Patent
929378,11,Intellectual Property
929378,15,"Media, Telecoms, IT, Entertainment"
929378,204,Patent
929378,282,"Broadcasting: Film, TV & Radio"
929284,11,Intellectual Property
929284,32,Coronavirus (COVID-19)
929284,207,Trademark
929284,538,"Litigation, Contracts and Force Majeure"
929194,11,Intellectual Property
929194,14,"Litigation, Mediation & Arbitration"
929194,15,"Media, Telecoms, IT, Entertainment"
929194,170,"Telecoms, Mobile & Cable Communications"
929194,207,Trademark
929194,264,Trials &amp; Appeals &amp; Compensation
929192,11,Intellectual Property
929192,204,Patent
929166,11,Intellectual Property
929166,14,"Litigation, Mediation & Arbitration"
929166,201,Copyright
929166,264,Trials &amp; Appeals &amp; Compensation
929162,11,Intellectual Property
929162,14,"Litigation, Mediation & Arbitration"
929162,16,"Food, Drugs, Healthcare, Life Sciences"
929162,204,Patent
929162,264,Trials &amp; Appeals &amp; Compensation
929162,290,Food and Drugs Law
929102,11,Intellectual Property
929102,15,"Media, Telecoms, IT, Entertainment"
929102,201,Copyright
929102,285,Music and the Arts
928996,11,Intellectual Property
928996,204,Patent
928972,11,Intellectual Property
928972,14,"Litigation, Mediation & Arbitration"
928972,207,Trademark
928972,264,Trials &amp; Appeals &amp; Compensation
928962,11,Intellectual Property
928962,15,"Media, Telecoms, IT, Entertainment"
928962,201,Copyright
928962,207,Trademark
928962,282,"Broadcasting: Film, TV & Radio"
928910,11,Intellectual Property
928910,14,"Litigation, Mediation & Arbitration"
928910,206,Trade Secrets
928910,264,Trials &amp; Appeals &amp; Compensation
928794,11,Intellectual Property
928794,14,"Litigation, Mediation & Arbitration"
928794,207,Trademark
928794,264,Trials &amp; Appeals &amp; Compensation
928736,11,Intellectual Property
928736,15,"Media, Telecoms, IT, Entertainment"
928736,201,Copyright
928736,207,Trademark
928736,280,Media & Entertainment Law
928736,285,Music and the Arts
928658,11,Intellectual Property
928658,207,Trademark
928586,11,Intellectual Property
928586,204,Patent
928440,11,Intellectual Property
928440,15,"Media, Telecoms, IT, Entertainment"
928440,204,Patent
928440,285,Music and the Arts
928410,11,Intellectual Property
928410,16,"Food, Drugs, Healthcare, Life Sciences"
928410,204,Patent
928410,290,Food and Drugs Law
928406,11,Intellectual Property
928406,204,Patent
928400,11,Intellectual Property
928400,15,"Media, Telecoms, IT, Entertainment"
928400,204,Patent
928400,285,Music and the Arts
928362,11,Intellectual Property
928362,16,"Food, Drugs, Healthcare, Life Sciences"
928362,206,Trade Secrets
928362,292,Healthcare
928356,11,Intellectual Property
928356,15,"Media, Telecoms, IT, Entertainment"
928356,204,Patent
928356,285,Music and the Arts
928334,9,Consumer Protection
928334,11,Intellectual Property
928334,32,Coronavirus (COVID-19)
928334,207,Trademark
928334,416,"Dodd-Frank, Consumer Protection Act"
928334,532,Reporting and Compliance
928330,11,Intellectual Property
928330,16,"Food, Drugs, Healthcare, Life Sciences"
928330,204,Patent
928330,290,Food and Drugs Law
928330,291,"Life Sciences, Biotechnology & Nanotechnology"
928270,11,Intellectual Property
928270,13,International Law
928270,32,Coronavirus (COVID-19)
928270,204,Patent
928270,207,Trademark
928270,233,International Trade &amp; Investment
928270,538,"Litigation, Contracts and Force Majeure"
928230,11,Intellectual Property
928230,29,Technology
928230,206,Trade Secrets
928230,516,Security
928194,11,Intellectual Property
928194,207,Trademark
928190,11,Intellectual Property
928190,14,"Litigation, Mediation & Arbitration"
928190,207,Trademark
928190,264,Trials &amp; Appeals &amp; Compensation
928092,11,Intellectual Property
928092,204,Patent
928070,11,Intellectual Property
928070,14,"Litigation, Mediation & Arbitration"
928070,17,Real Estate and Construction
928070,204,Patent
928070,264,Trials &amp; Appeals &amp; Compensation
928070,300,Construction & Planning
928026,11,Intellectual Property
928026,14,"Litigation, Mediation & Arbitration"
928026,15,"Media, Telecoms, IT, Entertainment"
928026,207,Trademark
928026,264,Trials &amp; Appeals &amp; Compensation
928026,281,"Advertising, Marketing & Branding"
928006,11,Intellectual Property
928006,14,"Litigation, Mediation & Arbitration"
928006,204,Patent
928006,264,Trials &amp; Appeals &amp; Compensation
928000,11,Intellectual Property
928000,204,Patent
927998,11,Intellectual Property
927998,14,"Litigation, Mediation & Arbitration"
927998,204,Patent
927998,264,Trials &amp; Appeals &amp; Compensation
927994,11,Intellectual Property
927994,14,"Litigation, Mediation & Arbitration"
927994,201,Copyright
927994,264,Trials &amp; Appeals &amp; Compensation
927976,11,Intellectual Property
927976,14,"Litigation, Mediation & Arbitration"
927976,207,Trademark
927976,264,Trials &amp; Appeals &amp; Compensation
927822,11,Intellectual Property
927822,32,Coronavirus (COVID-19)
927822,206,Trade Secrets
927822,540,Operational Impacts and Strategy
927698,11,Intellectual Property
927698,207,Trademark
927662,11,Intellectual Property
927662,201,Copyright
927662,207,Trademark
927632,11,Intellectual Property
927632,15,"Media, Telecoms, IT, Entertainment"
927632,207,Trademark
927632,281,"Advertising, Marketing & Branding"
927496,11,Intellectual Property
927496,14,"Litigation, Mediation & Arbitration"
927496,204,Patent
927496,264,Trials &amp; Appeals &amp; Compensation
927494,11,Intellectual Property
927494,14,"Litigation, Mediation & Arbitration"
927494,204,Patent
927494,206,Trade Secrets
927494,207,Trademark
927494,264,Trials &amp; Appeals &amp; Compensation
927486,11,Intellectual Property
